timestamp,PAPI_DP_OPS,PAPI_VEC_DP,pp0-power,pp1-power,pkg-power,ram-power
20:57:41.461,0,0, 0.27, 0.04, 1.63, 0.50
20:57:42.462,0,0, 0.21, 0.00, 1.46, 0.43
20:57:43.463,0,0, 0.22, 0.00, 1.49, 0.46
20:57:44.464,0,0, 0.18, 0.00, 1.42, 0.42
20:57:45.465,0,0, 0.21, 0.00, 1.43, 0.42
20:57:46.465,0,0, 0.21, 0.00, 1.46, 0.45
20:57:47.466,0,0, 0.20, 0.00, 1.44, 0.42
20:57:48.467,0,0, 0.21, 0.00, 1.45, 0.43
20:57:49.467,0,0, 0.21, 0.00, 1.44, 0.44
20:57:50.468,0,0, 0.19, 0.00, 1.43, 0.43
