timestamp,PAPI_SP_OPS,pp0-power,pp1-power,pkg-power,ram-power
20:53:12.602,0, 0.29, 0.07, 1.64, 0.47
20:53:13.602,0, 0.22, 0.00, 1.46, 0.44
20:53:14.603,0, 0.28, 0.00, 1.53, 0.44
20:53:15.604,0, 0.48, 0.00, 1.72, 0.43
20:53:16.605,0, 0.24, 0.00, 1.48, 0.44
20:53:17.606,0, 0.18, 0.00, 1.43, 0.42
20:53:18.607,0, 0.23, 0.00, 1.46, 0.43
20:53:19.607,0, 0.18, 0.00, 1.43, 0.45
20:53:20.608,0, 0.23, 0.00, 1.47, 0.43
20:53:21.608,0, 0.18, 0.00, 1.42, 0.44
